Team,Player,Position,GW,OPP,Home/Away,Result,Score,PTS,G,A,SOT,CC,SCR,STO,CS,INT,TW,PS,SV,AER,CLR,DIS,OG,GC,YC,RC
Leicester,Paul Konchesky,Def,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Paul Konchesky,Def,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Jamie Vardy,For,1,SUN,A,W,4-2,24,1,0,3,3,1,1,0,0,0,0,0,4,0,1,0,2,1,0
Leicester,Jamie Vardy,For,2,WHU,H,W,1-2,9,0,0,0,2,1,0,0,0,3,0,0,6,1,1,0,1,1,0
Leicester,Jamie Vardy,For,3,TOT,A,D,1-1,18,0,1,0,3,0,0,0,1,1,0,0,2,0,0,0,1,0,0
Leicester,Jamie Vardy,For,4,BOU,H,D,1-1,15,1,0,1,0,0,1,0,1,0,0,0,6,0,1,0,1,0,0
Leicester,Shiji Okazaki,For,1,SUN,A,W,4-2,5,0,0,0,2,0,1,0,2,1,0,0,4,0,7,0,2,0,0
Leicester,Shiji Okazaki,For,2,WHU,H,W,1-2,10.5,1,0,2,0,0,0,0,0,3,0,0,1,0,3,0,1,1,0
Leicester,Shiji Okazaki,For,3,TOT,A,D,1-1,1.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Leicester,Shiji Okazaki,For,4,BOU,H,D,1-1,3.5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Leicester,David Nugent,For,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,David Nugent,For,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,David Nugent,For,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,David Nugent,For,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Leonardo Ulloa,For,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Leonardo Ulloa,For,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Leonardo Ulloa,For,3,TOT,A,D,1-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Leicester,Leonardo Ulloa,For,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Kasper Schmeichel,Goa,1,SUN,A,W,4-2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0
Leicester,Kasper Schmeichel,Goa,2,WHU,H,W,1-2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Leicester,Kasper Schmeichel,Goa,3,TOT,A,D,1-1,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
Leicester,Kasper Schmeichel,Goa,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Leicester,Ben Hamer,Goa,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Ben Hamer,Goa,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Ben Hamer,Goa,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Ben Hamer,Goa,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Mark Schwarzer,Goa,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Mark Schwarzer,Goa,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Mark Schwarzer,Goa,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Mark Schwarzer,Goa,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Jonathan Maddison,Goa,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Jonathan Maddison,Goa,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Jonathan Maddison,Goa,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Jonathan Maddison,Goa,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Riyad Mahrez,Mid,1,SUN,A,W,4-2,41,2,0,3,4,2,3,0,1,0,0,0,0,1,1,0,2,0,0
Leicester,Riyad Mahrez,Mid,2,WHU,H,W,1-2,24,1,0,3,2,0,4,0,2,2,0,0,0,0,5,0,1,0,0
Leicester,Riyad Mahrez,Mid,3,TOT,A,D,1-1,26,1,0,1,2,1,3,0,4,1,0,0,2,1,1,0,1,0,0
Leicester,Riyad Mahrez,Mid,4,BOU,H,D,1-1,1.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Leicester,Marc Albrighton,Mid,1,SUN,A,W,4-2,46,1,2,1,6,2,0,0,2,1,0,0,0,0,0,0,2,0,0
Leicester,Marc Albrighton,Mid,2,WHU,H,W,1-2,12,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0
Leicester,Marc Albrighton,Mid,3,TOT,A,D,1-1,7,0,0,0,1,1,2,0,2,1,0,0,0,0,2,0,0,0,0
Leicester,Marc Albrighton,Mid,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0
Leicester,Jeffrey Schlupp,Mid,1,SUN,A,W,4-2,8,0,1,0,0,0,1,0,2,2,0,0,0,1,0,0,2,1,0
Leicester,Jeffrey Schlupp,Mid,2,WHU,H,W,1-2,14.5,0,0,0,2,2,1,0,3,2,0,0,1,1,0,0,1,0,0
Leicester,Jeffrey Schlupp,Mid,3,TOT,A,D,1-1,6.5,0,0,0,0,0,1,0,2,3,0,0,1,1,0,0,1,0,0
Leicester,Jeffrey Schlupp,Mid,4,BOU,H,D,1-1,10.5,0,0,1,0,0,6,0,3,2,0,0,1,1,0,0,1,1,0
Leicester,Daniel Drinkwater,Mid,1,SUN,A,W,4-2,11,0,0,1,2,0,0,0,0,3,0,0,0,1,0,0,2,0,0
Leicester,Daniel Drinkwater,Mid,2,WHU,H,W,1-2,3,0,0,0,0,0,0,0,2,2,0,0,2,4,2,0,1,0,0
Leicester,Daniel Drinkwater,Mid,3,TOT,A,D,1-1,4,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0
Leicester,Daniel Drinkwater,Mid,4,BOU,H,D,1-1,9.5,0,0,0,1,0,2,0,1,3,0,0,1,0,0,0,1,0,0
Leicester,Ngolo kante,Mid,1,SUN,A,W,4-2,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Leicester,Ngolo kante,Mid,2,WHU,H,W,1-2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Leicester,Ngolo kante,Mid,3,TOT,A,D,1-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Leicester,Ngolo kante,Mid,4,BOU,H,D,1-1,18,0,0,0,1,0,1,0,5,8,0,0,2,0,0,0,1,0,0
Leicester,Andy King,Mid,1,SUN,A,W,4-2,5.5,0,0,0,0,0,0,0,4,1,0,0,3,3,1,0,2,0,0
Leicester,Andy King,Mid,2,WHU,H,W,1-2,7,0,0,0,1,0,0,0,2,1,0,0,2,2,0,0,1,0,0
Leicester,Andy King,Mid,3,TOT,A,D,1-1,5.5,0,0,0,1,0,2,0,3,1,0,0,1,1,1,0,1,1,0
Leicester,Andy King,Mid,4,BOU,H,D,1-1,2,0,0,0,0,0,0,0,5,0,0,0,2,2,1,0,1,1,0
Leicester,Nathan Dyer,Mid,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Nathan Dyer,Mid,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Nathan Dyer,Mid,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Nathan Dyer,Mid,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Gokhan Inler,Mid,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Gokhan Inler,Mid,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Gokhan Inler,Mid,3,TOT,A,D,1-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Leicester,Gokhan Inler,Mid,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Dean Hammond,Mid,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Dean Hammond,Mid,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Dean Hammond,Mid,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Dean Hammond,Mid,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Matthew James,Mid,1,SUN,A,W,4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Matthew James,Mid,2,WHU,H,W,1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Matthew James,Mid,3,TOT,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester,Matthew James,Mid,4,BOU,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joseph Gomez,Def,1,STO,H,W,0-1,20.5,0,1,0,1,0,0,1,2,2,0,0,2,6,1,0,0,1,0
Liverpool,Joseph Gomez,Def,2,BOU,A,W,1-0,7.25,0,0,0,0,0,0,1,2,0,0,0,2,5,1,0,0,1,0
Liverpool,Joseph Gomez,Def,3,ARS,H,D,0-0,15.75,0,0,0,1,0,0,1,5,5,0,0,0,3,1,0,0,1,0
Liverpool,Joseph Gomez,Def,4,WHU,A,L,0-3,3.25,0,0,0,1,1,0,0,1,2,0,0,2,1,2,0,2,0,0
Liverpool,Dejan Lovren,Def,1,STO,H,W,0-1,16,0,0,1,0,0,1,1,2,0,0,0,6,8,0,0,0,1,0
Liverpool,Dejan Lovren,Def,2,BOU,A,W,1-0,12.25,0,0,0,0,0,0,1,1,2,0,0,2,5,0,0,0,0,0
Liverpool,Dejan Lovren,Def,3,ARS,H,D,0-0,12,0,0,0,0,0,0,1,1,1,0,0,3,4,0,0,0,0,0
Liverpool,Dejan Lovren,Def,4,WHU,A,L,0-3,2.75,0,0,1,1,1,0,0,0,1,0,0,1,3,0,0,3,0,0
Liverpool,Martin Skrtel,Def,1,STO,H,W,0-1,14,0,0,1,1,0,0,1,2,2,0,0,1,4,0,0,0,1,0
Liverpool,Martin Skrtel,Def,2,BOU,A,W,1-0,11.5,0,0,0,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0
Liverpool,Martin Skrtel,Def,3,ARS,H,D,0-0,12.5,0,0,0,0,0,0,1,4,0,0,0,3,10,0,0,0,1,0
Liverpool,Martin Skrtel,Def,4,WHU,A,L,0-3,1.75,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,3,0,0
Liverpool,Nathaniel Clyne,Def,1,STO,H,W,0-1,15.25,0,0,0,1,0,0,1,2,3,0,0,1,1,0,0,0,0,0
Liverpool,Nathaniel Clyne,Def,2,BOU,A,W,1-0,13.25,0,0,0,1,1,0,1,2,3,0,0,0,1,2,0,0,0,0
Liverpool,Nathaniel Clyne,Def,3,ARS,H,D,0-0,9.25,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0
Liverpool,Nathaniel Clyne,Def,4,WHU,A,L,0-3,-8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0
Liverpool,Alberto Moreno,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Alberto Moreno,Def,2,BOU,A,W,1-0,3.75,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0
Liverpool,Alberto Moreno,Def,3,ARS,H,D,0-0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Liverpool,Alberto Moreno,Def,4,WHU,A,L,0-3,6.5,0,0,0,1,2,0,0,2,3,0,0,0,2,2,0,1,0,0
Liverpool,Kolo Toure,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Kolo Toure,Def,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Kolo Toure,Def,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Kolo Toure,Def,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,John Flanagan,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,John Flanagan,Def,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,John Flanagan,Def,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,John Flanagan,Def,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Mamadou Sakho,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Mamadou Sakho,Def,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Mamadou Sakho,Def,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Mamadou Sakho,Def,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joseph Maguire,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joseph Maguire,Def,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joseph Maguire,Def,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joseph Maguire,Def,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Daniel Cleary,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Daniel Cleary,Def,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Daniel Cleary,Def,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Daniel Cleary,Def,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Trent Alex-Arnold,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Trent Alex-Arnold,Def,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Trent Alex-Arnold,Def,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Trent Alex-Arnold,Def,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jose Enrique Sanchez Diaz,Def,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jose Enrique Sanchez Diaz,Def,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jose Enrique Sanchez Diaz,Def,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jose Enrique Sanchez Diaz,Def,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Christian Benteke,For,1,STO,H,W,0-1,1.5,0,0,0,0,0,1,1,0,0,0,0,7,0,3,0,0,0,0
Liverpool,Christian Benteke,For,2,BOU,A,W,1-0,32,1,0,2,4,0,1,1,0,1,0,0,10,1,0,0,0,0,0
Liverpool,Christian Benteke,For,3,ARS,H,D,0-0,20,0,0,2,2,0,2,1,0,0,0,0,16,1,0,0,0,0,0
Liverpool,Christian Benteke,For,4,WHU,A,L,0-3,5.5,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,3,0,0
Liverpool,Roberto Firmino Barbosa de Oliveira,For,1,STO,H,W,0-1,-3,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0
Liverpool,Roberto Firmino Barbosa de Oliveira,For,2,BOU,A,W,1-0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0
Liverpool,Roberto Firmino Barbosa de Oliveira,For,3,ARS,H,D,0-0,17,0,0,1,3,1,4,0,1,2,0,0,2,0,3,0,0,0,0
Liverpool,Roberto Firmino Barbosa de Oliveira,For,4,WHU,A,L,0-3,5,0,0,0,2,0,1,0,0,1,0,0,0,0,3,0,2,0,0
Liverpool,Danny Ings,For,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Danny Ings,For,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Danny Ings,For,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Danny Ings,For,4,WHU,A,L,0-3,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Liverpool,Daniel Sturridge,For,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Daniel Sturridge,For,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Daniel Sturridge,For,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Daniel Sturridge,For,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Divock Origi,For,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Divock Origi,For,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Divock Origi,For,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Divock Origi,For,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jerome Sinclair,For,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jerome Sinclair,For,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jerome Sinclair,For,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jerome Sinclair,For,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Simon Mignolet,Goa,1,STO,H,W,0-1,10.5,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
Liverpool,Simon Mignolet,Goa,2,BOU,A,W,1-0,12.5,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0
Liverpool,Simon Mignolet,Goa,3,ARS,H,D,0-0,15.75,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,1,0
Liverpool,Simon Mignolet,Goa,4,WHU,A,L,0-3,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
Liverpool,Ryan Fulton,Goa,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Ryan Fulton,Goa,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Ryan Fulton,Goa,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Ryan Fulton,Goa,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Adam Bogdan,Goa,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Adam Bogdan,Goa,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Adam Bogdan,Goa,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Adam Bogdan,Goa,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,James Milner,Mid,1,STO,H,W,0-1,4,0,0,0,1,2,0,1,0,2,0,0,2,1,2,0,0,1,0
Liverpool,James Milner,Mid,2,BOU,A,W,1-0,3.5,0,0,0,1,0,0,1,1,2,0,0,1,1,4,0,0,0,0
Liverpool,James Milner,Mid,3,ARS,H,D,0-0,12.5,0,0,2,2,0,0,1,0,2,0,0,1,1,1,0,0,0,0
Liverpool,James Milner,Mid,4,WHU,A,L,0-3,5.5,0,0,0,3,0,0,0,1,0,0,0,1,1,5,0,3,0,0
Liverpool,Jordan Henderson,Mid,1,STO,H,W,0-1,5,0,0,0,0,0,0,1,2,3,0,0,0,1,1,0,0,0,0
Liverpool,Jordan Henderson,Mid,2,BOU,A,W,1-0,14.5,0,1,0,1,1,2,0,2,1,0,0,1,1,1,0,0,0,0
Liverpool,Jordan Henderson,Mid,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jordan Henderson,Mid,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Emre Can,Mid,1,STO,H,W,0-1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Liverpool,Emre Can,Mid,2,BOU,A,W,1-0,8,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0
Liverpool,Emre Can,Mid,3,ARS,H,D,0-0,6,0,0,0,2,0,0,1,0,2,0,0,2,2,1,0,0,1,0
Liverpool,Emre Can,Mid,4,WHU,A,L,0-3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0
Liverpool,Lucas Leiva,Mid,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Lucas Leiva,Mid,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Lucas Leiva,Mid,3,ARS,H,D,0-0,12,0,0,0,1,0,0,0,4,4,0,0,2,1,0,0,0,0,0
Liverpool,Lucas Leiva,Mid,4,WHU,A,L,0-3,3.5,0,0,0,1,0,0,0,1,2,0,0,1,2,0,0,3,1,0
Liverpool,Adam Lallana,Mid,1,STO,H,W,0-1,4,0,0,0,0,1,1,0,1,1,0,0,2,0,1,0,0,0,0
Liverpool,Adam Lallana,Mid,2,BOU,A,W,1-0,11.5,0,0,0,1,0,4,1,2,3,0,0,1,4,2,0,0,0,0
Liverpool,Adam Lallana,Mid,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Adam Lallana,Mid,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Philippe Coutinho,Mid,1,STO,H,W,0-1,19,1,0,1,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0
Liverpool,Philippe Coutinho,Mid,2,BOU,A,W,1-0,0.5,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0
Liverpool,Philippe Coutinho,Mid,3,ARS,H,D,0-0,9,0,0,3,1,0,3,0,1,1,0,0,0,1,5,0,0,0,0
Liverpool,Philippe Coutinho,Mid,4,WHU,A,L,0-3,-14,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,1
Liverpool,Jordan Ibe,Mid,1,STO,H,W,0-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
Liverpool,Jordan Ibe,Mid,2,BOU,A,W,1-0,4.5,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0
Liverpool,Jordan Ibe,Mid,3,ARS,H,D,0-0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Liverpool,Jordan Ibe,Mid,4,WHU,A,L,0-3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Liverpool,Jordan Rossiter,Mid,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jordan Rossiter,Mid,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Jordan Rossiter,Mid,3,ARS,H,D,0-0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Liverpool,Jordan Rossiter,Mid,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joe Allen,Mid,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joe Allen,Mid,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joe Allen,Mid,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joe Allen,Mid,4,WHU,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joao Carlos Vilaca Teixeira,Mid,1,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joao Carlos Vilaca Teixeira,Mid,2,BOU,A,W,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Joao Carlos Vilaca Teixeira,Mid,3,ARS,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
